"" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC20" "PC21" "PC22" "PC23" "PC24" "PC25" "PC26" "PC27" "PC28" "PC29" "PC30" "PC31" "PC32" "PC33" "PC34" "PC35" "PC36" "PC37" "PC38" "PC39" "PC40" "PC41" "PC42" "PC43" "PC44" "PC45" "PC46" "PC47" "PC48"
1 -8.3872953661255 0.79917617481089 -0.457051606498044 -1.18933183597096 0.396282292999678 -1.08036933595729 0.400891937254518 0.209999026101763 0.409699646637692 0.178423356454477 -0.396255893051715 0.619345639839647 -0.712542471817476 -0.144129877234775 -0.1085861747142 -0.582773738599893 1.53667496225318 0.356009497775405 0.115913816219858 0.159434723410157 -0.00998673183984698 2.16506309340269 0.176251441160607 -0.304252359286151 -0.943646346924199 -0.0757146480749356 -0.544650936901102 -0.0991615624938404 0.0909959441088511 -0.0103219185795589 0.0406189059129384 0.0840881760621488 0.267652841036367 0.045822018401424 0.511523171478539 0.442987849541995 -1.15804309798565 0.436071677523319 0.0262281569655027 -0.244886923251387 0.249368029548212 0.0799204252515648 -1.08450296010034 -0.765031323834603 -0.789437847913301 0.216138844699354 0.32821436156712 0.399884210765254
1 -4.41524076813081 -1.55872189913811 -1.44940654707357 1.57336338715835 0.895200786841405 0.506633807784926 0.376760742255056 -1.42841952171545 0.826819369682476 1.43376121292279 -0.277681586843294 0.35408537946864 -1.01425055110788 1.28764685019828 0.30224823408563 -0.565861760858942 -0.00288941493586804 0.192571085581954 -0.588100146915054 0.866832807043522 0.887109742935852 1.13608089470982 -0.21071303467916 -0.222150572898517 -0.104394923186758 0.168499752453811 -0.239039801968939 -0.601187328956591 -0.329805792215335 -0.789266902748186 0.0887456182185447 -0.613295869566612 0.123249231175758 0.334395079116134 1.0126040894962 -0.455646156819664 -0.773182964948373 0.143576912298875 0.523875623618993 0.258054845067175 0.0761207700617226 -0.172287770665791 0.0530359543381919 -0.645786578499663 0.0959112443264214 0.114599001699182 0.17535883922218 0.324636705218437
1 -5.58847452972186 -2.39996885588187 0.500944167639198 -0.0240791645244622 -1.61302378455774 -0.256606831359778 1.05918180943063 0.481836230789693 0.605700386903606 -1.01080583340796 0.0598827316979353 -0.501881449868963 0.176584595582844 -0.749282152622304 -0.663913799917081 -0.412333409225005 0.403424850066808 0.762748570574056 0.26626944359279 -0.0446432978359226 0.494335383005237 0.18808671378271 0.363308883273337 0.20904028162934 0.221453492602125 0.372481423942614 0.963117495039258 -0.181538205362975 -0.231752110742657 -0.36805442634706 0.343649461772258 -0.00349676090422146 0.648444158393105 -0.22251939406573 0.780028827038263 -0.245605641484329 -0.412479203660111 0.171824506374171 0.0122829407521811 0.181562752677761 0.0248273197735146 -0.189522932858387 -0.203528124892897 -0.265822461259063 0.410921539157562 0.358899311506809 0.137197818316962 0.497060813871584
1 -7.49317826600381 -0.0170819206392443 0.28513831345282 -0.526620127412335 -0.542341400327561 -1.77920879321883 -0.471066306738577 -1.41970084236181 -0.771000817380826 -0.356094846985268 0.0349411593599677 -0.701968519764134 1.00815327306706 -1.60070556982976 0.485741120125612 0.334202527372652 1.66965108234318 -0.268684077477445 -0.285810354025125 1.33716777125081 0.268290331039269 -0.46105070647668 0.0303975510221905 0.254163270799243 0.0196896001234184 0.55005398630557 -0.441174212090805 1.19784753793976 0.12733134684144 -0.268590210698316 0.166703663437367 -0.343111607165926 0.597979182668967 -0.00741785091598356 0.263730520437794 -0.346665570300857 -0.43195151644417 -0.0549280076707092 -0.00435738904395088 -0.280290449945987 0.642567402582746 -0.4739526997203 -0.410452387975617 -0.361176074044455 -0.207106252529421 -0.110439309763201 0.829650162320105 0.393802684435292
1 -6.50773040650682 -0.508108541937505 0.155291023622888 -0.338839331308914 -0.509340820416521 0.770951997414464 0.0195126312790422 0.411248153546969 0.230876976603405 -0.421044919375809 0.473936239304439 -0.309406564439083 -0.0912336171053986 -0.34567125723881 -0.381116130575337 -0.619042553152775 -0.15184890226262 0.894995969709263 -0.800146674643546 -0.213325650936918 -2.17239284945908 -0.246357684695808 -0.142383499451018 -0.414982305872779 -0.594755547906669 0.156917241615408 -0.750591216063202 0.560678646077077 -0.2255798665935 -0.111465800639474 0.0732686455364765 -0.200543311478258 0.0938278623231048 0.926666670773373 0.449552552976065 0.994829414931916 -0.179590927450479 0.64243387021733 0.482350726228254 -0.273775903122411 -0.391723016072178 0.034145358156279 -0.010079077105829 0.482657782377813 -0.230943794914909 0.213595987718075 0.413933283412214 0.576898270674018
1 -9.60019989633249 1.62457272335608 -0.735225010881891 -0.86093991484031 0.237790081672327 -1.23613613346206 2.4454080541264 -0.191802875700666 -0.761827797941287 -0.791707878504507 -0.217847196077768 -2.82534327998113 -1.66989645721277 -0.984032735639581 1.14430128191497 -0.0424717439117376 -0.663001988799952 -1.04870073671578 -0.462428952946831 0.0254427187590078 1.48783765119768 1.75118444328553 -1.75115190782086 -0.804260993953955 -0.371999251772309 1.58959676832855 0.175304860345543 0.476581835227055 0.154734916963208 -0.913212722644562 0.700377714155218 -0.467780683937097 0.156167226748486 0.54394199005708 0.705983562453572 -0.0444051650667654 -0.845099524878395 -0.0634755334769916 -0.181165150098909 -0.421564545159667 0.523733652852173 -0.0325182580417113 -0.0533874094757362 0.15018299427248 -0.395801343139915 -0.715930446440915 0.788010339349053 0.594413287621282
1 -5.53912239404967 -0.916344959823651 -1.14653120457017 0.226888767961749 -1.1378600294385 -0.311754421880719 -0.754711000523936 0.95860489273897 1.06687143289914 -1.00694254243511 -0.25456681323149 1.93357987498437 0.104621363370607 -1.85799904676643 0.681811144127856 0.642788611962455 0.252626535504602 -0.830406701084065 0.616226600143967 -0.735397568002202 -0.960264326677262 0.313912705604022 -0.0306181646818972 -0.562030023134199 -1.60779305762835 -0.0983628490993511 -0.78098852396406 -1.02676292051658 0.0811000183083786 -0.0438368740650746 0.976635655374118 0.16758002271113 -0.0486262345885574 -0.0168613899404794 0.60185891099217 0.439569857745603 0.623713577335522 0.949674440132004 0.0167698857001294 -0.027041681977245 -0.389677539101562 0.034449427712808 0.135904065213756 -0.0749696386663554 0.314273316465366 -0.411370177575761 0.401209001004818 0.459222774972002
1 -9.21015361587926 0.947783186632578 -0.473811680722335 0.270930048151524 0.0804307745285252 -0.905936839194799 0.556287397023475 0.134053798164367 -1.01216236000614 -1.39220693110044 -0.317922660707443 -0.0189970276443714 1.51431190923317 -0.631779337956043 -0.10709859319783 -0.93501136219628 -0.447453850445116 0.77595903469373 -0.181841719389431 -0.341672826183107 1.13950174853749 0.0630066696531483 -0.915281921083942 -0.87345234714199 0.979030486224255 0.0960401368859146 0.247005851164644 0.285719979840078 0.397412536620643 -1.10445283031904 0.464459284850665 0.0728500285940804 -0.452179643819869 -0.199828622687077 0.747598236817847 -0.266437907842495 -1.30060203096412 -0.0238918486034684 0.0339772988074071 0.507580753262396 0.158822515688111 -0.353491293433169 0.0940262393430044 -0.137790992840975 -0.170563562799861 -0.250689777763883 0.799501345560328 0.503935376754428
1 -6.95509950205113 -0.052671678441229 1.12707389308378 1.14873634038547 -0.111109966964527 -0.403135805050894 1.11194424162502 0.267914491577294 0.521640257533522 2.54576894033232 -0.0572032297291162 -0.872404873405205 0.509943079792848 -1.03401173329253 -0.834350658160623 -1.11348964819315 -1.05358875012812 0.314486459280902 -0.366943450435738 -1.31496593018907 -0.743537339710299 1.70174006727246 -1.18276813853176 0.0494501411577105 0.252206277828975 0.249209037376734 0.371471551092958 0.994676162982838 0.00297398087681886 -0.725298723756425 0.770224335114309 0.497981706117744 -0.445341704693824 0.328986699728328 0.484368062461923 0.107786505596301 -0.423098400774794 0.0696794700764799 0.608033407906254 -0.383700345022951 -0.0346614494533939 -0.715374912304303 0.202736816449573 0.353324430929001 -0.333032016452721 -0.323291584550023 -0.0533502155816621 0.377290552142792
1 -7.61045953917762 2.26469134837803 -0.272714043050927 0.982635138332334 0.211504594832723 0.138915701165617 -1.20920651493976 -0.212610513242535 -1.30507852199131 -0.208152330494163 1.98896469943442 -0.34527879012384 0.0509290388467689 -1.09592181101085 2.71801858555215 -0.197327655352501 -0.196395120208387 -0.0106827853537873 -0.889239790785635 -1.18277557997129 -0.153668342588853 -0.0669825963992103 -1.25113734343069 -0.303704275215689 1.19683765313239 -0.290749485889098 -0.351456721168034 0.337532438887657 -0.162059938451506 0.367326380949161 -0.507274299885149 -0.00826175427149946 0.103306383167611 -0.113069316439411 0.439161345423202 0.249155052402181 0.155203033621923 0.113471741634418 -0.418312577531428 -0.0291453464376202 -0.0778874302102602 -0.28298667887148 0.270605411028973 -0.101361326940832 -0.310448106324898 -0.599295960824671 0.368695732433784 0.375731702485398
