0.13052	0.1489	0.12801	0.1409	0.11048	0.20243	0.14591	0.17635	0.14004	0.17284	0.14343	0.08858	0.15507	0.15432	0.15369	0.14429	0.14403	0.17382	0.11968	0.14523	0.14471	0.16176	0.17532	0.12691	0.13449	0.1317	0.13734	0.14069	0.16216	0.15181	0.14059	0.14765	0.17857	0.11591	0.11111	0.15274	0.11475	0.16216	0.12093	0.16058	0.19774	0.15198	0.14561	0.12108	0.15468	0.13607	0.12874	0.12447	0.13544	0.12009	0.06126	0.04259	0.05338	0.07106	0.06175	0.05176	0.04722	0.05357	0.06702	0.04927	0.03597	0.04753	0.05204	0.05607	0.04355	0.05743	0.03846	0.04771	0.05293	0.05431	0.0336	0.0625	0.04655	0.0746	0.05894	0.05094	0.07031	0.0255	0.05295	0.04409	0.04244	0.05664	0.04501	0.05894	0.04582	0.05462	0.05544	0.05071	0.06557	0.04406	0.04842	0.04389	0.04098	0.04593	0.04675	0.06157	0.03505	0.04303	0.06846	0.04622	0.0625	0.04298	0.07331	0.06706	0.05952	0.08	0.06825	0.05738	0.06286	0.08333	0.08562	0.07372	0.10423	0.07143	0.06688	0.10309	0.06397	0.08276	0.05155	0.10897	0.04844	0.0678	0.08446	0.07692	0.09589	0.07534	0.0756	0.09215	0.08824	0.05137	0.04089	0.06316	0.0903	0.08562	0.04561	0.07407	0.08029	0.06522	0.09774	0.0722	0.07692	0.05364	0.06574	0.09962	0.06028	0.06202	0.05769	0.03788	0.0695	0.06084	0.04418	0.06919	0.05532	0.05574	0.05485	0.06095	0.05623	0.04599	0.06132	0.0585	0.05088	0.05714	0.04802	0.05403	0.06565	0.06374	0.05187	0.05668	0.06422	0.06285	0.05973	0.04751	0.04772	0.04911	0.0451	0.04551	0.03825	0.04088	0.04912	0.0457	0.04167	0.04085	0.04555	0.05846	0.06005	0.04766	0.05692	0.0523	0.05345	0.05064	0.05414	0.04532	0.05725	0.06281	0.05788	0.06219	0.05122	0.04822	0.04758	0.04358
0.14012	0.15257	0.13544	0.10959	0.14286	0.15992	0.16148	0.1556	0.16174	0.17284	0.13737	0.15354	0.13121	0.1893	0.13525	0.14629	0.11111	0.13734	0.12373	0.1473	0.11231	0.11975	0.11255	0.14223	0.13232	0.15179	0.14378	0.16667	0.16667	0.17349	0.16553	0.12752	0.14048	0.14318	0.13508	0.179	0.09602	0.14988	0.15349	0.14112	0.18079	0.13656	0.1863	0.15919	0.13943	0.12095	0.16552	0.12236	0.16479	0.1224	0.0596	0.05622	0.05872	0.05719	0.03087	0.0536	0.04216	0.05714	0.04762	0.05109	0.05935	0.06399	0.05019	0.05794	0.06446	0.06139	0.04396	0.05138	0.05293	0.06367	0.05534	0.06836	0.03911	0.05242	0.05133	0.07547	0.06836	0.05829	0.05092	0.05411	0.04797	0.05469	0.05284	0.04472	0.04183	0.08824	0.05544	0.06288	0.07582	0.05747	0.03579	0.04008	0.06352	0.06472	0.03659	0.06369	0.06392	0.04713	0.06017	0.04412	0.09226	0.08023	0.06158	0.08163	0.07143	0.07714	0.08012	0.08197	0.08571	0.08013	0.08904	0.09295	0.10098	0.05442	0.05414	0.06529	0.07744	0.07241	0.08247	0.10577	0.09343	0.07797	0.05743	0.06731	0.08219	0.07877	0.04811	0.06826	0.08456	0.11301	0.08178	0.07719	0.07692	0.05479	0.06316	0.07407	0.05109	0.06884	0.08271	0.07942	0.06227	0.09579	0.0519	0.07663	0.04965	0.08915	0.08846	0.06818	0.07722	0.07224	0.05603	0.04865	0.0501	0.06995	0.04536	0.06208	0.04741	0.04171	0.04794	0.06284	0.06334	0.06327	0.07098	0.04873	0.0558	0.07033	0.05913	0.06417	0.0711	0.06622	0.05088	0.05882	0.04218	0.05692	0.03382	0.05461	0.05683	0.05193	0.04912	0.04897	0.0473	0.05908	0.05805	0.06846	0.04542	0.06641	0.06077	0.04834	0.05345	0.05669	0.06051	0.05816	0.05647	0.05791	0.06029	0.0581	0.05516	0.05138	0.05161	0.04041
0.11708	0.16544	0.16141	0.12524	0.14476	0.13765	0.1284	0.17842	0.16371	0.15432	0.13333	0.12795	0.14712	0.11523	0.14549	0.12224	0.14815	0.17382	0.14807	0.12656	0.16199	0.11975	0.14935	0.15098	0.10629	0.15179	0.13734	0.15368	0.16216	0.17349	0.14739	0.16107	0.1619	0.13182	0.14161	0.13126	0.17096	0.13268	0.15116	0.16302	0.13842	0.18502	0.14347	0.15247	0.14379	0.14471	0.14483	0.16034	0.15124	0.12933	0.05795	0.0477	0.08007	0.06239	0.06346	0.05915	0.05734	0.06964	0.04762	0.04927	0.04496	0.05302	0.05204	0.06542	0.06098	0.05743	0.06593	0.06055	0.05482	0.05993	0.04743	0.07227	0.04842	0.06452	0.06464	0.07736	0.04297	0.06375	0.06925	0.0521	0.04244	0.04883	0.04892	0.05081	0.05378	0.05252	0.0616	0.04057	0.04098	0.05556	0.08	0.04962	0.04918	0.06263	0.06504	0.0552	0.07216	0.06352	0.06639	0.06723	0.08036	0.08023	0.08504	0.04665	0.0625	0.05143	0.06231	0.06284	0.05429	0.10577	0.09932	0.08013	0.11726	0.08503	0.09873	0.10653	0.09428	0.1069	0.08591	0.08013	0.07612	0.06441	0.09122	0.08974	0.06164	0.10274	0.07216	0.08532	0.10294	0.10616	0.09294	0.09825	0.08361	0.07534	0.05614	0.06667	0.12409	0.06884	0.07143	0.06859	0.08425	0.04981	0.10035	0.07663	0.07801	0.13566	0.10385	0.10227	0.10425	0.08365	0.06897	0.05838	0.06263	0.05902	0.06435	0.07336	0.06836	0.05775	0.068	0.05417	0.05815	0.0551	0.06054	0.04873	0.06783	0.06264	0.04772	0.06417	0.05619	0.05836	0.04978	0.04977	0.06548	0.06027	0.05862	0.05575	0.05902	0.05635	0.05029	0.05767	0.07207	0.05543	0.06245	0.05692	0.05081	0.06328	0.06	0.06022	0.05422	0.06274	0.07086	0.05136	0.05569	0.05791	0.05466	0.06465	0.05437	0.05138	0.06048	0.05151
0.14203	0.15809	0.11317	0.13699	0.12381	0.17409	0.13035	0.17427	0.13412	0.16461	0.12525	0.13976	0.14911	0.13786	0.13525	0.13627	0.15021	0.15665	0.12576	0.13278	0.15983	0.12815	0.12771	0.1663	0.13232	0.16295	0.12661	0.17316	0.16667	0.16627	0.12018	0.14765	0.15952	0.15	0.14161	0.14081	0.13817	0.18673	0.16512	0.20438	0.18927	0.14537	0.18415	0.16143	0.16558	0.17063	0.17931	0.10549	0.15801	0.17552	0.06291	0.05451	0.0605	0.07279	0.05832	0.06839	0.05228	0.06607	0.0776	0.06387	0.06115	0.04753	0.06506	0.06542	0.06969	0.06535	0.05678	0.06239	0.06427	0.0618	0.05534	0.05469	0.07635	0.0746	0.04753	0.06038	0.05078	0.05647	0.07536	0.06413	0.04982	0.05273	0.07632	0.05285	0.05777	0.06513	0.0616	0.06288	0.06352	0.04981	0.07158	0.0458	0.05738	0.06054	0.05894	0.08705	0.06392	0.06148	0.04564	0.06092	0.09226	0.10315	0.08798	0.06414	0.09226	0.07143	0.08902	0.06284	0.10571	0.10256	0.10616	0.07692	0.14658	0.09864	0.08599	0.04467	0.10774	0.11724	0.07904	0.08333	0.12111	0.10169	0.09122	0.08654	0.09247	0.09247	0.10997	0.08191	0.06985	0.11644	0.09294	0.10526	0.08696	0.09247	0.07719	0.09259	0.08029	0.11594	0.08271	0.09025	0.05128	0.10728	0.08304	0.09195	0.07801	0.08527	0.08846	0.06439	0.05792	0.10646	0.06034	0.05622	0.05741	0.06339	0.05591	0.08465	0.06725	0.06845	0.05797	0.06067	0.06127	0.06531	0.05324	0.0572	0.06674	0.05824	0.06224	0.0631	0.06307	0.05836	0.04867	0.05769	0.05327	0.07031	0.0575	0.06257	0.05792	0.05967	0.05497	0.06311	0.05068	0.05762	0.06098	0.06846	0.0662	0.05859	0.06462	0.0626	0.07126	0.05291	0.06369	0.05211	0.07529	0.07015	0.07556	0.07692	0.06935	0.05929	0.0621	0.05705
0.17466	0.13971	0.13544	0.14481	0.1219	0.12348	0.14202	0.18465	0.15582	0.15226	0.15152	0.1063	0.15706	0.14609	0.14139	0.14028	0.12757	0.17811	0.15822	0.139	0.14471	0.15126	0.16234	0.16411	0.16052	0.13393	0.13734	0.08442	0.1464	0.17831	0.12925	0.1387	0.1619	0.14773	0.16122	0.15752	0.15925	0.1941	0.15814	0.14355	0.16667	0.14317	0.13062	0.16592	0.13943	0.15767	0.16552	0.1308	0.14673	0.14088	0.0596	0.06133	0.05694	0.05546	0.07719	0.05545	0.10287	0.07321	0.08995	0.07664	0.06475	0.06216	0.07807	0.08037	0.05575	0.06535	0.06593	0.06972	0.06238	0.07116	0.06917	0.05273	0.07449	0.07863	0.07605	0.08302	0.06836	0.06193	0.07943	0.07214	0.07196	0.05859	0.05479	0.06504	0.06972	0.06513	0.04723	0.04868	0.06148	0.06322	0.06947	0.04962	0.06352	0.06054	0.07317	0.07219	0.09072	0.07582	0.06432	0.07563	0.10714	0.09456	0.07625	0.0758	0.08929	0.07143	0.06825	0.0847	0.08571	0.11859	0.13356	0.08974	0.09121	0.08844	0.05732	0.06873	0.08754	0.11034	0.06873	0.12179	0.12803	0.08475	0.125	0.09615	0.09247	0.09932	0.08591	0.10922	0.11397	0.08904	0.13011	0.08772	0.07692	0.07877	0.08772	0.15926	0.09124	0.06884	0.09774	0.08664	0.08059	0.12644	0.10727	0.10345	0.12411	0.05039	0.13462	0.08712	0.07336	0.12167	0.06034	0.06486	0.05637	0.07869	0.07595	0.06546	0.07607	0.0738	0.06466	0.07367	0.054	0.05816	0.06159	0.05932	0.05033	0.04835	0.06432	0.07273	0.05849	0.06397	0.06195	0.08032	0.05882	0.06808	0.05975	0.06143	0.0623	0.07182	0.06316	0.05985	0.06419	0.06127	0.04849	0.07231	0.06467	0.06719	0.05923	0.06815	0.05577	0.05291	0.07245	0.05363	0.06039	0.08075	0.06833	0.0892	0.07171	0.05771	0.07581	0.06815
0.17083	0.13235	0.17625	0.17808	0.16	0.17409	0.14981	0.16183	0.14004	0.15226	0.1697	0.12402	0.13917	0.16461	0.10656	0.13427	0.16049	0.16953	0.16227	0.16598	0.14255	0.13655	0.16667	0.1663	0.14967	0.13616	0.1588	0.171	0.17793	0.14217	0.17687	0.14989	0.19524	0.18409	0.14161	0.12172	0.14988	0.14988	0.18372	0.14112	0.15819	0.17181	0.13276	0.13229	0.14597	0.13823	0.13793	0.12658	0.1535	0.16397	0.06126	0.08007	0.0605	0.06586	0.08919	0.07209	0.07757	0.08036	0.05996	0.06204	0.06295	0.06947	0.08364	0.06916	0.05052	0.06139	0.05495	0.07339	0.06049	0.06554	0.06126	0.07422	0.08194	0.07863	0.06844	0.06415	0.0625	0.08197	0.08147	0.06012	0.06273	0.0625	0.06654	0.05894	0.08367	0.07353	0.07598	0.07911	0.06557	0.06322	0.07368	0.05916	0.07787	0.06889	0.07114	0.06582	0.07216	0.05328	0.07884	0.05882	0.09226	0.08883	0.08798	0.08455	0.13393	0.08857	0.13056	0.11475	0.06286	0.10897	0.10959	0.09936	0.07492	0.11905	0.0828	0.06186	0.13131	0.1	0.14777	0.10897	0.08651	0.09831	0.11486	0.10897	0.14726	0.08562	0.06529	0.11945	0.11765	0.10616	0.10037	0.09123	0.10702	0.08562	0.12281	0.11852	0.10584	0.1087	0.11654	0.11913	0.10256	0.11111	0.10381	0.06897	0.08865	0.12791	0.09615	0.10606	0.10425	0.06464	0.06681	0.08216	0.06994	0.06995	0.06435	0.09142	0.07828	0.07059	0.07469	0.08992	0.05919	0.06429	0.06472	0.07733	0.08425	0.09341	0.06224	0.07487	0.05849	0.05948	0.06305	0.08597	0.06659	0.0625	0.08117	0.06143	0.0623	0.06298	0.07485	0.05332	0.06869	0.07877	0.07054	0.08154	0.07775	0.08438	0.06769	0.06656	0.06584	0.06878	0.0621	0.06495	0.07765	0.07096	0.09003	0.0761	0.06225	0.06719	0.05806	0.05943
0.1785	0.14522	0.15028	0.17417	0.15619	0.17611	0.15175	0.15975	0.13215	0.12963	0.14343	0.1437	0.14712	0.1358	0.18033	0.14228	0.16461	0.17167	0.13996	0.1473	0.15551	0.13655	0.17749	0.14223	0.16486	0.16295	0.14807	0.18398	0.16667	0.18554	0.14286	0.17673	0.14048	0.16818	0.14379	0.13842	0.20609	0.18919	0.17442	0.16302	0.16667	0.16079	0.11991	0.17489	0.18519	0.17927	0.16322	0.14768	0.19413	0.1455	0.09437	0.08177	0.07295	0.06932	0.08062	0.06839	0.07083	0.07857	0.08289	0.07664	0.06295	0.08044	0.07435	0.05794	0.07143	0.07525	0.08242	0.05872	0.08507	0.07678	0.05731	0.07227	0.07635	0.10685	0.06654	0.06792	0.06836	0.07286	0.0835	0.09419	0.06642	0.07422	0.07045	0.06301	0.09562	0.08403	0.05749	0.07911	0.07377	0.05364	0.06105	0.0687	0.07787	0.09812	0.09756	0.06157	0.09485	0.07992	0.06846	0.07983	0.14881	0.08023	0.10264	0.10787	0.07738	0.07714	0.09792	0.06557	0.09714	0.10577	0.12329	0.09615	0.12378	0.13946	0.11783	0.13746	0.11785	0.14828	0.14089	0.08013	0.09343	0.14576	0.125	0.10256	0.11644	0.13356	0.09278	0.08532	0.15809	0.08904	0.13011	0.12281	0.08361	0.11986	0.08421	0.1	0.06934	0.10145	0.10902	0.1083	0.08425	0.1341	0.09343	0.12261	0.07447	0.07752	0.11538	0.11742	0.09653	0.09506	0.07328	0.06919	0.07829	0.09727	0.07068	0.09255	0.08049	0.06631	0.07581	0.08017	0.09034	0.07551	0.07411	0.07309	0.06783	0.07582	0.07365	0.08235	0.08601	0.07856	0.0885	0.08484	0.0788	0.07813	0.06539	0.06826	0.06885	0.06961	0.07018	0.06094	0.05518	0.08315	0.0845	0.07846	0.07313	0.08984	0.07923	0.06735	0.07049	0.07559	0.08519	0.08761	0.08	0.06362	0.09325	0.07119	0.0725	0.07115	0.06935	0.09113
0.15547	0.13419	0.141	0.17808	0.14667	0.13765	0.13619	0.14938	0.15582	0.16049	0.1899	0.16339	0.14513	0.15844	0.17213	0.1483	0.16255	0.1588	0.17241	0.16183	0.13823	0.15336	0.14286	0.15317	0.12148	0.15848	0.11803	0.19048	0.18243	0.18313	0.19728	0.17673	0.15	0.16591	0.14379	0.14081	0.19204	0.13514	0.15116	0.19221	0.16667	0.18062	0.17773	0.17265	0.18301	0.15335	0.13793	0.1519	0.12867	0.16166	0.08278	0.07155	0.07651	0.09879	0.07719	0.061	0.09106	0.05	0.0582	0.07664	0.07014	0.08227	0.0855	0.0729	0.0662	0.06733	0.1044	0.0789	0.08318	0.103	0.083	0.06445	0.06704	0.08669	0.05133	0.07547	0.06641	0.06375	0.07332	0.08617	0.06273	0.07617	0.06067	0.09959	0.0757	0.06723	0.09856	0.05882	0.09836	0.07471	0.06105	0.08397	0.08607	0.08142	0.09146	0.08705	0.08866	0.08197	0.06846	0.07143	0.1131	0.08023	0.08504	0.1137	0.08631	0.06571	0.08902	0.0929	0.11143	0.13462	0.12329	0.09936	0.12704	0.14286	0.12739	0.14089	0.13805	0.12759	0.12027	0.10897	0.14879	0.11186	0.09797	0.15385	0.13014	0.10616	0.09622	0.11263	0.10294	0.11301	0.12639	0.12281	0.08696	0.10616	0.09123	0.15926	0.13139	0.0942	0.06767	0.09747	0.14286	0.13027	0.13841	0.16858	0.10993	0.13178	0.14231	0.13636	0.09266	0.15589	0.08297	0.08	0.0762	0.09836	0.08861	0.08352	0.0849	0.07594	0.06912	0.07801	0.07996	0.09592	0.08038	0.09322	0.07221	0.08352	0.06743	0.06845	0.07569	0.0752	0.08628	0.07692	0.0899	0.0692	0.08117	0.07281	0.06557	0.07735	0.06784	0.07399	0.09122	0.07221	0.09331	0.08846	0.07852	0.08438	0.08154	0.07211	0.08288	0.08012	0.07723	0.07553	0.07451	0.08075	0.09084	0.08347	0.09299	0.07905	0.07984	0.08637
0.17466	0.14154	0.15028	0.1683	0.17905	0.15587	0.15564	0.1888	0.16174	0.1749	0.18384	0.16339	0.17097	0.16872	0.14139	0.14228	0.19547	0.17811	0.17444	0.17427	0.19654	0.13025	0.13636	0.1663	0.15835	0.15848	0.15451	0.13853	0.1509	0.18072	0.17687	0.19687	0.16667	0.21364	0.16776	0.21002	0.18735	0.18919	0.16512	0.15328	0.18362	0.163	0.19486	0.16816	0.19826	0.18575	0.18621	0.18143	0.14898	0.15242	0.10265	0.07496	0.09964	0.10572	0.07547	0.1146	0.07589	0.08214	0.0582	0.08394	0.06835	0.07313	0.08364	0.08972	0.08188	0.11287	0.08608	0.09358	0.10019	0.09738	0.07708	0.06836	0.07263	0.08065	0.08365	0.06038	0.09766	0.06557	0.08961	0.11022	0.07196	0.0625	0.08219	0.06707	0.04582	0.07983	0.07598	0.08114	0.07992	0.09004	0.08	0.08779	0.08402	0.08351	0.06098	0.07006	0.09072	0.07377	0.04979	0.06513	0.10714	0.11748	0.09971	0.12245	0.08333	0.07714	0.09199	0.13661	0.10857	0.125	0.12671	0.13141	0.12378	0.11565	0.10828	0.07216	0.14141	0.12759	0.1512	0.12179	0.12457	0.11864	0.12838	0.08974	0.09932	0.10959	0.1134	0.1843	0.12868	0.15753	0.13383	0.14386	0.1204	0.11301	0.10877	0.09259	0.13139	0.11232	0.15789	0.1444	0.10256	0.11877	0.06574	0.16092	0.09929	0.08915	0.1	0.12879	0.11197	0.12167	0.09483	0.07784	0.07724	0.10601	0.09705	0.09932	0.09702	0.09305	0.09142	0.08776	0.08307	0.07653	0.07098	0.07203	0.08643	0.07802	0.09959	0.08449	0.0906	0.08081	0.08186	0.08258	0.09212	0.06138	0.06764	0.07736	0.06995	0.09061	0.09123	0.0827	0.09459	0.08826	0.0845	0.08308	0.08314	0.07578	0.08692	0.09192	0.10225	0.08692	0.09793	0.09441	0.07294	0.08564	0.08682	0.07938	0.07092	0.09012	0.08952	0.09667
0.18234	0.12868	0.1577	0.1409	0.18857	0.17814	0.16926	0.17842	0.21105	0.16049	0.1899	0.15945	0.17893	0.18519	0.15984	0.17435	0.16461	0.16953	0.18256	0.1556	0.16415	0.18697	0.16883	0.15317	0.14967	0.17411	0.17167	0.16667	0.16667	0.18554	0.18367	0.16331	0.19762	0.175	0.16558	0.23628	0.16159	0.23096	0.16744	0.14355	0.16102	0.20925	0.16274	0.15695	0.14815	0.17063	0.1954	0.173	0.20767	0.14319	0.08609	0.10903	0.09786	0.09532	0.09091	0.07948	0.10961	0.06964	0.09171	0.06934	0.10072	0.10603	0.08736	0.0785	0.08885	0.09505	0.09341	0.07706	0.09641	0.0824	0.08103	0.09766	0.08194	0.08065	0.08175	0.08868	0.07031	0.09107	0.09776	0.12024	0.09041	0.08789	0.09785	0.10366	0.07769	0.08193	0.11499	0.07911	0.08402	0.08429	0.08632	0.09733	0.09631	0.08142	0.10366	0.10191	0.09278	0.09016	0.07469	0.08403	0.15179	0.11461	0.14956	0.07872	0.13393	0.11429	0.10089	0.11202	0.11714	0.14744	0.13014	0.13141	0.08795	0.14286	0.11146	0.11684	0.16835	0.13103	0.14433	0.09295	0.15917	0.15254	0.15878	0.16026	0.10959	0.09247	0.17869	0.13311	0.15809	0.15411	0.12268	0.14035	0.13712	0.11986	0.1193	0.11852	0.12774	0.11594	0.13534	0.10108	0.13553	0.13793	0.11765	0.1341	0.14539	0.14341	0.13846	0.15152	0.14672	0.11027	0.09698	0.09297	0.08455	0.08743	0.10232	0.09255	0.0871	0.08984	0.07135	0.08342	0.10592	0.09388	0.1023	0.09534	0.08534	0.1044	0.08817	0.08556	0.07798	0.08866	0.09071	0.10068	0.09878	0.08817	0.10259	0.1058	0.07322	0.08066	0.09006	0.1012	0.10023	0.07732	0.08964	0.09385	0.10162	0.09844	0.09846	0.11331	0.08908	0.09751	0.08838	0.09063	0.09098	0.10196	0.09566	0.09411	0.08826	0.07826	0.09032	0.09588
